ticker,name,market,currency,sector,sub_industry,headquarters,index_membership,snapshot_date,ticker_yahoo,currency_fixed
1COV,Covestro,EU,EUR,Chemicals,,Germany,STOXX600,2026-05-22,1COV.DE,EUR
8TRA,Traton,EU,EUR,Industrial Goods and Services,,Germany,STOXX600,2026-05-22,8TRA.DE,EUR
A,Agilent Technologies,US,USD,Health Care,Life Sciences Tools & Services,"Santa Clara, California",SP500,2026-05-22,A,USD
AAL,Anglo American plc,EU,EUR,Basic Resources,,United Kingdom,STOXX600,2026-05-22,AAL.L,GBP
AAPL,Apple Inc.,US,USD,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",SP500,2026-05-22,AAPL,USD
ABBN,ABB Ltd,EU,EUR,Industrial Goods and Services,,Switzerland,STOXX600,2026-05-22,ABBN.SW,CHF
ABBV,AbbVie,US,USD,Health Care,Biotechnology,"North Chicago, Illinois",SP500,2026-05-22,ABBV,USD
ABF,Associated British Foods,EU,EUR,"Food, Beverage and Tobacco",,United Kingdom,STOXX600,2026-05-22,ABF.L,GBP
ABI,Anheuser-Busch InBev,EU,EUR,"Food, Beverage and Tobacco",,Belgium,STOXX600,2026-05-22,ABI.BR,EUR
ABN,ABN AMRO,EU,EUR,Banks,,Netherlands,STOXX600,2026-05-22,ABN.AS,EUR
ABNB,Airbnb,US,USD,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","San Francisco, California",SP500,2026-05-22,ABNB,USD
ABT,Abbott Laboratories,US,USD,Health Care,Health Care Equipment,"North Chicago, Illinois",SP500,2026-05-22,ABT,USD
AC,Accor,EU,EUR,Travel and Leisure,,France,STOXX600,2026-05-22,AC.PA,EUR
ACGL,Arch Capital Group,US,USD,Financials,Property & Casualty Insurance,"Hamilton, Bermuda",SP500,2026-05-22,ACGL,USD
ACN,Accenture,US,USD,Information Technology,IT Consulting & Other Services,"Dublin, Ireland",SP500,2026-05-22,ACN,USD
ACS,ACS Group,EU,EUR,Construction and Materials,,Spain,STOXX600,2026-05-22,ACS.MC,EUR
ACX,Acerinox,EU,EUR,Basic Resources,,Spain,STOXX600,2026-05-22,ACX.MC,EUR
ADBE,Adobe Inc.,US,USD,Information Technology,Application Software,"San Jose, California",SP500,2026-05-22,ADBE,USD
ADEN,Adecco,EU,EUR,Industrial Goods and Services,,Switzerland,STOXX600,2026-05-22,ADEN.SW,CHF
ADH,Adevinta,EU,EUR,Consumer Products and Services,,Norway,STOXX600,2026-05-22,ADH.OL,NOK
ADI,Analog Devices,US,USD,Information Technology,Semiconductors,"Wilmington, Massachusetts",SP500,2026-05-22,ADI,USD
ADM,Archer Daniels Midland,US,USD,Consumer Staples,Agricultural Products & Services,"Chicago, Illinois",SP500,2026-05-22,ADM,USD
ADP,Automatic Data Processing,US,USD,Industrials,Human Resource & Employment Services,"Roseland, New Jersey",SP500,2026-05-22,ADP,USD
ADS,Adidas,EU,EUR,Consumer Products and Services,,Germany,STOXX600,2026-05-22,ADS.DE,EUR
ADSK,Autodesk,US,USD,Information Technology,Application Software,"San Francisco, California",SP500,2026-05-22,ADSK,USD
ADYEN,Adyen,EU,EUR,Industrial Goods and Services,,Netherlands,STOXX600,2026-05-22,ADYEN.AS,EUR
AEE,Ameren,US,USD,Utilities,Multi-Utilities,"St. Louis, Missouri",SP500,2026-05-22,AEE,USD
AENA,Aena,EU,EUR,Travel and Leisure,,Spain,STOXX600,2026-05-22,AENA.MC,EUR
AEP,American Electric Power,US,USD,Utilities,Electric Utilities,"Columbus, Ohio",SP500,2026-05-22,AEP,USD
AES,AES Corporation,US,USD,Utilities,Independent Power Producers & Energy Traders,"Arlington, Virginia",SP500,2026-05-22,AES,USD
AF,Air France-KLM,EU,EUR,Travel and Leisure,,France,STOXX600,2026-05-22,AF.PA,EUR
AFL,Aflac,US,USD,Financials,Life & Health Insurance,"Columbus, Georgia",SP500,2026-05-22,AFL,USD
AFX,Carl Zeiss Meditec,EU,EUR,Health Care,,Germany,STOXX600,2026-05-22,AFX.DE,EUR
AGS,Ageas,EU,EUR,Insurance,,Belgium,STOXX600,2026-05-22,AGS.BR,EUR
AHT,Ashtead Group,EU,EUR,Industrial Goods and Services,,United Kingdom,STOXX600,2026-05-22,AHT.L,GBP
AIG,American International Group,US,USD,Financials,Multi-line Insurance,"New York City, New York",SP500,2026-05-22,AIG,USD
AIR,Airbus,EU,EUR,Industrial Goods and Services,,France,STOXX600,2026-05-22,AIR.PA,EUR
AIRP,Air Liquide,EU,EUR,Chemicals,,France,STOXX600,2026-05-22,AI.PA,EUR
AIXA,AIXTRON,EU,EUR,Technology,,Germany,STOXX600,2026-05-22,AIXA.DE,EUR
AIZ,Assurant,US,USD,Financials,Multi-line Insurance,"Atlanta, Georgia",SP500,2026-05-22,AIZ,USD
AJG,Arthur J. Gallagher & Co.,US,USD,Financials,Insurance Brokers,"Rolling Meadows, Illinois",SP500,2026-05-22,AJG,USD
AKAM,Akamai Technologies,US,USD,Information Technology,Internet Services & Infrastructure,"Cambridge, Massachusetts",SP500,2026-05-22,AKAM,USD
AKE,Arkema,EU,EUR,Chemicals,,France,STOXX600,2026-05-22,AKE.PA,EUR
AKERBP,Aker BP,EU,EUR,Energy,,Norway,STOXX600,2026-05-22,AKRBP.OL,NOK
AKZA,AkzoNobel,EU,EUR,Chemicals,,Netherlands,STOXX600,2026-05-22,AKZA.AS,EUR
ALB,Albemarle Corporation,US,USD,Materials,Specialty Chemicals,"Charlotte, North Carolina",SP500,2026-05-22,ALB,USD
ALC,Alcon,EU,EUR,Health Care,,Switzerland,STOXX600,2026-05-22,ALC.SW,CHF
ALFA,Alfa Laval,EU,EUR,Industrial Goods and Services,,Sweden,STOXX600,2026-05-22,ALFA.ST,SEK
ALGN,Align Technology,US,USD,Health Care,Health Care Supplies,"Tempe, Arizona",SP500,2026-05-22,ALGN,USD
ALL,Allstate,US,USD,Financials,Property & Casualty Insurance,"Northbrook, Illinois",SP500,2026-05-22,ALL,USD
ALLE,Allegion,US,USD,Industrials,Building Products,"Dublin, Ireland",SP500,2026-05-22,ALLE,USD
ALLFG,Allfunds Group,EU,EUR,Financial Services,,Spain,STOXX600,2026-05-22,ALLFG.AS,EUR
ALO,Alstom,EU,EUR,Industrial Goods and Services,,France,STOXX600,2026-05-22,ALO.PA,EUR
ALV,Allianz,EU,EUR,Insurance,,Germany,STOXX600,2026-05-22,ALV.DE,EUR
AMAT,Applied Materials,US,USD,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California",SP500,2026-05-22,AMAT,USD
AMBU B,Ambu,EU,EUR,Health Care,,Denmark,STOXX600,2026-05-22,AMBU-B.CO,DKK
AMCR,Amcor,US,USD,Materials,Paper & Plastic Packaging Products & Materials,"Warmley, Bristol, United Kingdom",SP500,2026-05-22,AMCR,USD
AMD,Advanced Micro Devices,US,USD,Information Technology,Semiconductors,"Santa Clara, California",SP500,2026-05-22,AMD,USD
AME,Ametek,US,USD,Industrials,Electrical Components & Equipment,"Berwyn, Pennsylvania",SP500,2026-05-22,AME,USD
AMGN,Amgen,US,USD,Health Care,Biotechnology,"Thousand Oaks, California",SP500,2026-05-22,AMGN,USD
AML,Aston Martin,EU,EUR,Automobiles and Parts,,United Kingdom,STOXX600,2026-05-22,AML.L,GBP
AMP,Ameriprise Financial,US,USD,Financials,Asset Management & Custody Banks,"Minneapolis, Minnesota",SP500,2026-05-22,AMP,USD
AMS,ams OSRAM,EU,EUR,Technology,,Austria,STOXX600,2026-05-22,AMS.VI,EUR
AMT,American Tower,US,USD,Real Estate,Telecom Tower REITs,"Boston, Massachusetts",SP500,2026-05-22,AMT,USD
AMZN,Amazon,US,USD,Consumer Discretionary,Broadline Retail,"Seattle, Washington",SP500,2026-05-22,AMZN,USD
ANA,Acciona,EU,EUR,Construction and Materials,,Spain,STOXX600,2026-05-22,ANA.MC,EUR
ANE,Acciona Energía,EU,EUR,Utilities,,Spain,STOXX600,2026-05-22,ANE.MC,EUR
ANET,Arista Networks,US,USD,Information Technology,Communications Equipment,"Santa Clara, California",SP500,2026-05-22,ANET,USD
ANTO,Antofagasta plc,EU,EUR,Basic Resources,,United Kingdom,STOXX600,2026-05-22,ANTO.L,GBP
AON,Aon plc,US,USD,Financials,Insurance Brokers,"London, United Kingdom",SP500,2026-05-22,AON,USD
AOS,A. O. Smith,US,USD,Industrials,Building Products,"Milwaukee, Wisconsin",SP500,2026-05-22,AOS,USD
APA,APA Corporation,US,USD,Energy,Oil & Gas Exploration & Production,"Houston, Texas",SP500,2026-05-22,APA,USD
APD,Air Products,US,USD,Materials,Industrial Gases,"Upper Macungie Township, Pennsylvania",SP500,2026-05-22,APD,USD
APH,Amphenol,US,USD,Information Technology,Electronic Components,"Wallingford, Connecticut",SP500,2026-05-22,APH,USD
APO,Apollo Global Management,US,USD,Financials,Asset Management & Custody Banks,"New York City, New York",SP500,2026-05-22,APO,USD
APP,AppLovin,US,USD,Information Technology,Application Software,"Palo Alto, California",SP500,2026-05-22,APP,USD
APTV,Aptiv,US,USD,Consumer Discretionary,Automotive Parts & Equipment,"Schaffhausen, Switzerland",SP500,2026-05-22,APTV,USD
ARE,Alexandria Real Estate Equities,US,USD,Real Estate,Office REITs,"Pasadena, California",SP500,2026-05-22,ARE,USD
ARES,Ares Management,US,USD,Financials,Asset Management & Custody Banks,"Los Angeles, California",SP500,2026-05-22,ARES,USD
ARGX,Argenx,EU,EUR,Health Care,,Netherlands,STOXX600,2026-05-22,ARGX.AS,EUR
ARND,Aroundtown,EU,EUR,Real Estate,,Germany,STOXX600,2026-05-22,ARND.AS,EUR
ASMI,ASM International,EU,EUR,Technology,,Netherlands,STOXX600,2026-05-22,ASM.AS,EUR
ASML,ASML Holding,EU,EUR,Technology,,Netherlands,STOXX600,2026-05-22,ASML.AS,EUR
ASSA B,Assa Abloy,EU,EUR,Construction and Materials,,Sweden,STOXX600,2026-05-22,ASSA-B.ST,SEK
ATCOa,Atlas Copco,EU,EUR,Industrial Goods and Services,,Sweden,STOXX600,2026-05-22,ATCO-A.ST,SEK
ATO,Atmos Energy,US,USD,Utilities,Gas Utilities,"Dallas, Texas",SP500,2026-05-22,ATO,USD
ATOS,Atos,EU,EUR,Technology,,France,STOXX600,2026-05-22,ATOS.PA,EUR
AUTO,Auto Trader Group,EU,EUR,Media,,United Kingdom,STOXX600,2026-05-22,AUTO.L,GBP
AV,Aviva,EU,EUR,Insurance,,United Kingdom,STOXX600,2026-05-22,AV.L,GBP
AVB,AvalonBay Communities,US,USD,Real Estate,Multi-Family Residential REITs,"Arlington, Virginia",SP500,2026-05-22,AVB,USD
AVGO,Broadcom,US,USD,Information Technology,Semiconductors,"Palo Alto, California",SP500,2026-05-22,AVGO,USD
AVY,Avery Dennison,US,USD,Materials,Paper & Plastic Packaging Products & Materials,"Mentor, Ohio",SP500,2026-05-22,AVY,USD
AWK,American Water Works,US,USD,Utilities,Water Utilities,"Camden, New Jersey",SP500,2026-05-22,AWK,USD
AXON,Axon Enterprise,US,USD,Industrials,Aerospace & Defense,"Scottsdale, Arizona",SP500,2026-05-22,AXON,USD
AXP,American Express,US,USD,Financials,Consumer Finance,"New York City, New York",SP500,2026-05-22,AXP,USD
AZE,Azelis Group,EU,EUR,Industrial Goods and Services,,Belgium,STOXX600,2026-05-22,AZE.DE,EUR
AZN,AstraZeneca,EU,EUR,Health Care,,United Kingdom,STOXX600,2026-05-22,AZN.L,GBP
AZO,AutoZone,US,USD,Consumer Discretionary,Automotive Retail,"Memphis, Tennessee",SP500,2026-05-22,AZO,USD
BA,Boeing,US,USD,Industrials,Aerospace & Defense,"Arlington, Virginia",SP500,2026-05-22,BA,USD
BA.,BAE Systems,EU,EUR,Industrial Goods and Services,,United Kingdom,STOXX600,2026-05-22,BA.L,GBP
BAC,Bank of America,US,USD,Financials,Diversified Banks,"Charlotte, North Carolina",SP500,2026-05-22,BAC,USD
BAER,Julius Baer,EU,EUR,Financial Services,,Switzerland,STOXX600,2026-05-22,BAER.SW,CHF
BALD B,Balder,EU,EUR,Real Estate,,Sweden,STOXX600,2026-05-22,BALD-B.ST,SEK
BALL,Ball Corporation,US,USD,Materials,"Metal, Glass & Plastic Containers","Broomfield, Colorado",SP500,2026-05-22,BALL,USD
BALN,Baloise,EU,EUR,Insurance,,Switzerland,STOXX600,2026-05-22,BALN.SW,CHF
BARC,Barclays,EU,EUR,Banks,,United Kingdom,STOXX600,2026-05-22,BARC.L,GBP
BARN,Barry Callebaut,EU,EUR,"Food, Beverage and Tobacco",,Switzerland,STOXX600,2026-05-22,BARN.SW,CHF
BAS,BASF,EU,EUR,Chemicals,,Germany,STOXX600,2026-05-22,BAS.DE,EUR
BATS,British American Tobacco,EU,EUR,"Food, Beverage and Tobacco",,United Kingdom,STOXX600,2026-05-22,BATS.L,GBP
BAX,Baxter International,US,USD,Health Care,Health Care Equipment,"Deerfield, Illinois",SP500,2026-05-22,BAX,USD
BAYN,Bayer,EU,EUR,Health Care,,Germany,STOXX600,2026-05-22,BAYN.DE,EUR
BBVA,Banco Bilbao Vizcaya Argentaria,EU,EUR,Banks,,Spain,STOXX600,2026-05-22,BBVA.MC,EUR
BBY,Best Buy,US,USD,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",SP500,2026-05-22,BBY,USD
BDEV,Barratt Developments,EU,EUR,Consumer Products and Services,,United Kingdom,STOXX600,2026-05-22,BDEV.L,GBP
BDX,Becton Dickinson,US,USD,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",SP500,2026-05-22,BDX,USD
BEB,Belimo,EU,EUR,Construction and Materials,,Switzerland,STOXX600,2026-05-22,BEB.DE,EUR
BEI,Beiersdorf,EU,EUR,Consumer Products and Services,,Germany,STOXX600,2026-05-22,BEI.DE,EUR
BEN,Franklin Resources,US,USD,Financials,Asset Management & Custody Banks,"San Mateo, California",SP500,2026-05-22,BEN,USD
BEZ,Beazley,EU,EUR,Insurance,,United Kingdom,STOXX600,2026-05-22,BEZ.L,GBP
BF-B,Brown–Forman,US,USD,Consumer Staples,Distillers & Vintners,"Louisville, Kentucky",SP500,2026-05-22,BF-B,USD
BG,Bunge Global,US,USD,Consumer Staples,Agricultural Products & Services,"Chesterfield, Missouri",SP500,2026-05-22,BG,USD
BIIB,Biogen,US,USD,Health Care,Biotechnology,"Cambridge, Massachusetts",SP500,2026-05-22,BIIB,USD
BKG,Berkeley Group Holdings,EU,EUR,Consumer Products and Services,,United Kingdom,STOXX600,2026-05-22,BKG.L,GBP
BKNG,Booking Holdings,US,USD,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Norwalk, Connecticut",SP500,2026-05-22,BKNG,USD
BKR,Baker Hughes,US,USD,Energy,Oil & Gas Equipment & Services,"Houston, Texas",SP500,2026-05-22,BKR,USD
BKT,Bankinter,EU,EUR,Banks,,Spain,STOXX600,2026-05-22,BKT.MC,EUR
BLDR,Builders FirstSource,US,USD,Industrials,Building Products,"Irving, Texas",SP500,2026-05-22,BLDR,USD
BLK,BlackRock,US,USD,Financials,Asset Management & Custody Banks,"New York City, New York",SP500,2026-05-22,BLK,USD
BME,B&M European Value Retail,EU,EUR,Retail,,United Kingdom,STOXX600,2026-05-22,BME.L,GBP
BMW,BMW,EU,EUR,Automobiles and Parts,,Germany,STOXX600,2026-05-22,BMW.DE,EUR
BMY,Bristol Myers Squibb,US,USD,Health Care,Pharmaceuticals,"New York City, New York",SP500,2026-05-22,BMY,USD
BNPP,BNP Paribas,EU,EUR,Banks,,France,STOXX600,2026-05-22,BNPP.PA,EUR
BNR,Brenntag,EU,EUR,Chemicals,,Germany,STOXX600,2026-05-22,BNR.DE,EUR
BNY,BNY Mellon,US,USD,Financials,Asset Management & Custody Banks,"New York City, New York",SP500,2026-05-22,BNY,USD
BNZL,Bunzl,EU,EUR,Industrial Goods and Services,,United Kingdom,STOXX600,2026-05-22,BNZL.L,GBP
BOL,Boliden AB,EU,EUR,Basic Resources,,Sweden,STOXX600,2026-05-22,BOL.ST,SEK
BOSS,Hugo Boss,EU,EUR,Consumer Products and Services,,Germany,STOXX600,2026-05-22,BOSS.DE,EUR
BOUY,Bouygues,EU,EUR,Construction and Materials,,France,STOXX600,2026-05-22,BOUY.PA,EUR
BP,BP,EU,EUR,Energy,,United Kingdom,STOXX600,2026-05-22,BP.L,GBP
BPOST,Bpost,EU,EUR,Industrial Goods and Services,,Belgium,STOXX600,2026-05-22,BPOST.BR,EUR
BR,Broadridge Financial Solutions,US,USD,Industrials,Data Processing & Outsourced Services,"Lake Success, New York",SP500,2026-05-22,BR,USD
BRBY,Burberry,EU,EUR,Consumer Products and Services,,United Kingdom,STOXX600,2026-05-22,BRBY.L,GBP
BRK-B,Berkshire Hathaway,US,USD,Financials,Multi-Sector Holdings,"Omaha, Nebraska",SP500,2026-05-22,BRK-B,USD
BRNW,Brunello Cucinelli,EU,EUR,Consumer Products and Services,,Italy,STOXX600,2026-05-22,BRNW.MI,EUR
BRO,Brown & Brown,US,USD,Financials,Insurance Brokers,"Daytona Beach, Florida",SP500,2026-05-22,BRO,USD
BSX,Boston Scientific,US,USD,Health Care,Health Care Equipment,"Marlborough, Massachusetts",SP500,2026-05-22,BSX,USD
BT.A,BT Group,EU,EUR,Telecommunications,,United Kingdom,STOXX600,2026-05-22,BT.A,EUR
BVI,Bureau Veritas,EU,EUR,Industrial Goods and Services,,France,STOXX600,2026-05-22,BVI.PA,EUR
BX,Blackstone Inc.,US,USD,Financials,Asset Management & Custody Banks,"New York City, New York",SP500,2026-05-22,BX,USD
BXP,"BXP, Inc.",US,USD,Real Estate,Office REITs,"Boston, Massachusetts",SP500,2026-05-22,BXP,USD
BYG,Big Yellow Group,EU,EUR,Real Estate,,United Kingdom,STOXX600,2026-05-22,BYG.L,GBP
C,Citigroup,US,USD,Financials,Diversified Banks,"New York City, New York",SP500,2026-05-22,C,USD
CABK,CaixaBank,EU,EUR,Banks,,Spain,STOXX600,2026-05-22,CABK.MC,EUR
CAG,Conagra Brands,US,USD,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",SP500,2026-05-22,CAG,USD
CAGR,Crédit Agricole,EU,EUR,Banks,,France,STOXX600,2026-05-22,CAGR.PA,EUR
CAH,Cardinal Health,US,USD,Health Care,Health Care Distributors,"Dublin, Ohio",SP500,2026-05-22,CAH,USD
CAPP,Capgemini,EU,EUR,Technology,,France,STOXX600,2026-05-22,CAPP.PA,EUR
CARR,Carrier Global,US,USD,Industrials,Building Products,"Palm Beach Gardens, Florida",SP500,2026-05-22,CARR,USD
CASP,Castellum,EU,EUR,Real Estate,,Sweden,STOXX600,2026-05-22,CASP.ST,SEK
CAST,Castellum,EU,EUR,Real Estate,,Sweden,STOXX600,2026-05-22,CAST.ST,SEK
CASY,Casey's,US,USD,Consumer Staples,Food Retail,"Ankeny, Iowa",SP500,2026-05-22,CASY,USD
CAT,Caterpillar Inc.,US,USD,Industrials,Construction Machinery & Heavy Transportation Equipment,"Irving, Texas",SP500,2026-05-22,CAT,USD
CB,Chubb Limited,US,USD,Financials,Property & Casualty Insurance,"Zurich, Switzerland",SP500,2026-05-22,CB,USD
CBK,Commerzbank,EU,EUR,Banks,,Germany,STOXX600,2026-05-22,CBK.DE,EUR
CBOE,Cboe Global Markets,US,USD,Financials,Financial Exchanges & Data,"Chicago, Illinois",SP500,2026-05-22,CBOE,USD
CBRE,CBRE Group,US,USD,Real Estate,Real Estate Services,"Dallas, Texas",SP500,2026-05-22,CBRE,USD
CCH,Coca-Cola HBC,EU,EUR,"Food, Beverage and Tobacco",,Switzerland,STOXX600,2026-05-22,CCH.SW,CHF
CCI,Crown Castle,US,USD,Real Estate,Telecom Tower REITs,"Houston, Texas",SP500,2026-05-22,CCI,USD
CCL,Carnival Corporation,US,USD,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",SP500,2026-05-22,CCL,USD
CDNS,Cadence Design Systems,US,USD,Information Technology,Application Software,"San Jose, California",SP500,2026-05-22,CDNS,USD
CDR,CD Projekt,EU,EUR,Consumer Products and Services,,Poland,STOXX600,2026-05-22,CDR.WA,PLN
CDW,CDW Corporation,US,USD,Information Technology,Technology Distributors,"Vernon Hills, Illinois",SP500,2026-05-22,CDW,USD
CEG,Constellation Energy,US,USD,Utilities,Electric Utilities,"Baltimore, Maryland",SP500,2026-05-22,CEG,USD
CF,CF Industries,US,USD,Materials,Fertilizers & Agricultural Chemicals,"Deerfield, Illinois",SP500,2026-05-22,CF,USD
CFG,Citizens Financial Group,US,USD,Financials,Regional Banks,"Providence, Rhode Island",SP500,2026-05-22,CFG,USD
CFR,Richemont,EU,EUR,Consumer Products and Services,,Switzerland,STOXX600,2026-05-22,CFR.SW,CHF
CHD,Church & Dwight,US,USD,Consumer Staples,Household Products,"Ewing, New Jersey",SP500,2026-05-22,CHD,USD
CHRW,C.H. Robinson,US,USD,Industrials,Air Freight & Logistics,"Eden Prairie, Minnesota",SP500,2026-05-22,CHRW,USD
CHTR,Charter Communications,US,USD,Communication Services,Cable & Satellite,"Stamford, Connecticut",SP500,2026-05-22,CHTR,USD
CI,Cigna,US,USD,Health Care,Health Care Services,"Bloomfield, Connecticut",SP500,2026-05-22,CI,USD
CIEN,Ciena,US,USD,Information Technology,Communications Equipment,"Hanover, Maryland",SP500,2026-05-22,CIEN,USD
CINF,Cincinnati Financial,US,USD,Financials,Property & Casualty Insurance,"Fairfield, Ohio",SP500,2026-05-22,CINF,USD
CL,Colgate-Palmolive,US,USD,Consumer Staples,Household Products,"New York City, New York",SP500,2026-05-22,CL,USD
CLN,Clariant,EU,EUR,Chemicals,,Switzerland,STOXX600,2026-05-22,CLN.SW,CHF
CLX,Clorox,US,USD,Consumer Staples,Household Products,"Oakland, California",SP500,2026-05-22,CLX,USD
CMCSA,Comcast,US,USD,Communication Services,Cable & Satellite,"Philadelphia, Pennsylvania",SP500,2026-05-22,CMCSA,USD
